ModuleName,SiteUrlSuffix,Title,Description,ContentFolder,VideoSource,Owner,Category,Priority
scalestick_sop,training-scalestick-sop,SS-10 ScaleStick™ Maintenance SOP,Interactive training for SS-10 ScaleStick cartridge replacement procedure including safety protocols and compliance assessment.,scalestick_sop,local,Training Engineering,Water Treatment,High
